country,city,aqi,aqi_category,co,co_aqi_category,o3,ozone_aqi_category,no2,no2_aqi_category,pm25,pm2.5_aqi_category,lat,lon
India,Anjangaon,114,Unhealthy for Sensitive Groups,1,Good,38,Good,0,Good,114,Unhealthy for Sensitive Groups,21.15,77.28
Dominican Republic,Villa Altagracia,114,Unhealthy for Sensitive Groups,1,Good,29,Good,2,Good,114,Unhealthy for Sensitive Groups,18.6667,-70.1667
Pakistan,Daulatpur,114,Unhealthy for Sensitive Groups,1,Good,25,Good,2,Good,114,Unhealthy for Sensitive Groups,25.3682,87.8983
Russian Federation,Yasnyy,114,Unhealthy for Sensitive Groups,1,Good,33,Good,0,Good,114,Unhealthy for Sensitive Groups,51.05,59.9667
Philippines,Quezon,113,Unhealthy for Sensitive Groups,1,Good,27,Good,2,Good,113,Unhealthy for Sensitive Groups,17.3119,121.605
Philippines,Quezon,113,Unhealthy for Sensitive Groups,1,Good,27,Good,2,Good,113,Unhealthy for Sensitive Groups,15.5542,120.8111
Albania,Burrel,113,Unhealthy for Sensitive Groups,1,Good,43,Good,0,Good,113,Unhealthy for Sensitive Groups,41.6083,20.0111
Philippines,Quezon,113,Unhealthy for Sensitive Groups,1,Good,27,Good,2,Good,113,Unhealthy for Sensitive Groups,9.235,117.9967
Mali,Kayes,113,Unhealthy for Sensitive Groups,1,Good,28,Good,1,Good,113,Unhealthy for Sensitive Groups,14.45,-11.4167
Mali,Kayes,113,Unhealthy for Sensitive Groups,1,Good,28,Good,1,Good,113,Unhealthy for Sensitive Groups,-4.1681,13.2939
United States of America,Vega Alta,113,Unhealthy for Sensitive Groups,1,Good,24,Good,0,Good,113,Unhealthy for Sensitive Groups,18.4151,-66.3211
Philippines,Quezon,113,Unhealthy for Sensitive Groups,1,Good,27,Good,2,Good,113,Unhealthy for Sensitive Groups,7.7306,125.1
Switzerland,Wetzikon,113,Unhealthy for Sensitive Groups,1,Good,28,Good,2,Good,113,Unhealthy for Sensitive Groups,47.3167,8.8
Switzerland,Thalwil,113,Unhealthy for Sensitive Groups,1,Good,27,Good,3,Good,113,Unhealthy for Sensitive Groups,47.2833,8.5667
Philippines,Quezon,113,Unhealthy for Sensitive Groups,1,Good,27,Good,2,Good,113,Unhealthy for Sensitive Groups,16.4894,121.2639
Philippines,Quezon,113,Unhealthy for Sensitive Groups,1,Good,27,Good,2,Good,113,Unhealthy for Sensitive Groups,14.05,122.1333
Venezuela (Bolivarian Republic of),Porlamar,113,Unhealthy for Sensitive Groups,1,Good,20,Good,1,Good,113,Unhealthy for Sensitive Groups,10.9556,-63.8478
Senegal,Matam,113,Unhealthy for Sensitive Groups,1,Good,15,Good,2,Good,113,Unhealthy for Sensitive Groups,15.6167,-13.3333
Cuba,Abreus,112,Unhealthy for Sensitive Groups,1,Good,21,Good,3,Good,112,Unhealthy for Sensitive Groups,22.2806,-80.5678
India,Khammam,112,Unhealthy for Sensitive Groups,1,Good,29,Good,2,Good,112,Unhealthy for Sensitive Groups,17.2473,80.1514
Italy,Como,112,Unhealthy for Sensitive Groups,1,Good,34,Good,4,Good,112,Unhealthy for Sensitive Groups,45.8103,9.0861
,Nagua,112,Unhealthy for Sensitive Groups,1,Good,39,Good,0,Good,112,Unhealthy for Sensitive Groups,19.38,-69.85
Philippines,Mambajao,112,Unhealthy for Sensitive Groups,1,Good,23,Good,0,Good,112,Unhealthy for Sensitive Groups,9.25,124.7167
India,Bodhan,112,Unhealthy for Sensitive Groups,1,Good,29,Good,0,Good,112,Unhealthy for Sensitive Groups,18.67,77.9
Haiti,Carrefour,112,Unhealthy for Sensitive Groups,1,Good,38,Good,0,Good,112,Unhealthy for Sensitive Groups,18.5344,-72.4094
Turkey,Nizip,112,Unhealthy for Sensitive Groups,1,Good,47,Good,0,Good,112,Unhealthy for Sensitive Groups,37.01,37.7972
Tajikistan,Chkalovsk,111,Unhealthy for Sensitive Groups,1,Good,44,Good,0,Good,111,Unhealthy for Sensitive Groups,56.7667,43.2333
,Coatzacoalcos,111,Unhealthy for Sensitive Groups,1,Good,17,Good,2,Good,111,Unhealthy for Sensitive Groups,18.15,-94.4333
Switzerland,Volketswil,111,Unhealthy for Sensitive Groups,1,Good,29,Good,2,Good,111,Unhealthy for Sensitive Groups,47.3906,8.6953
Philippines,Iba,111,Unhealthy for Sensitive Groups,1,Good,24,Good,2,Good,111,Unhealthy for Sensitive Groups,15.3333,119.9833
Mali,Kidal,111,Unhealthy for Sensitive Groups,1,Good,20,Good,0,Good,111,Unhealthy for Sensitive Groups,18.4389,1.4083
Ethiopia,Dire Dawa,111,Unhealthy for Sensitive Groups,1,Good,23,Good,1,Good,111,Unhealthy for Sensitive Groups,9.6,41.8667
Gambia,Farafenni,111,Unhealthy for Sensitive Groups,1,Good,24,Good,1,Good,111,Unhealthy for Sensitive Groups,13.5667,-15.6
India,Umarkhed,110,Unhealthy for Sensitive Groups,1,Good,35,Good,0,Good,110,Unhealthy for Sensitive Groups,19.6,77.7
Dominican Republic,Jarabacoa,110,Unhealthy for Sensitive Groups,1,Good,38,Good,0,Good,110,Unhealthy for Sensitive Groups,19.1167,-70.6333
Colombia,Soledad,110,Unhealthy for Sensitive Groups,1,Good,17,Good,3,Good,110,Unhealthy for Sensitive Groups,10.9167,-74.75
Colombia,Soledad,110,Unhealthy for Sensitive Groups,1,Good,17,Good,3,Good,110,Unhealthy for Sensitive Groups,36.4432,-121.3426
United States of America,Friendswood,110,Unhealthy for Sensitive Groups,1,Good,20,Good,4,Good,110,Unhealthy for Sensitive Groups,29.511,-95.1981
Tajikistan,Panjakent,110,Unhealthy for Sensitive Groups,1,Good,45,Good,0,Good,110,Unhealthy for Sensitive Groups,39.5,67.6167
Tajikistan,Konibodom,109,Unhealthy for Sensitive Groups,1,Good,42,Good,0,Good,109,Unhealthy for Sensitive Groups,40.2833,70.4167
Uzbekistan,Ohangaron,109,Unhealthy for Sensitive Groups,1,Good,64,Moderate,1,Good,109,Unhealthy for Sensitive Groups,40.9061,69.6444
Dominican Republic,Barahona,108,Unhealthy for Sensitive Groups,1,Good,29,Good,1,Good,108,Unhealthy for Sensitive Groups,18.2,-71.1
Colombia,Puerto Colombia,108,Unhealthy for Sensitive Groups,1,Good,20,Good,2,Good,108,Unhealthy for Sensitive Groups,11.0167,-74.8833
India,Sopur,108,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,108,Unhealthy for Sensitive Groups,34.3,74.47
Uzbekistan,Samarkand,108,Unhealthy for Sensitive Groups,1,Good,52,Moderate,1,Good,108,Unhealthy for Sensitive Groups,39.6547,66.9758
Malaysia,Johor Bahru,107,Unhealthy for Sensitive Groups,1,Good,35,Good,3,Good,107,Unhealthy for Sensitive Groups,1.4556,103.7611
India,Songadh,107,Unhealthy for Sensitive Groups,1,Good,24,Good,2,Good,107,Unhealthy for Sensitive Groups,21.167,73.564
Italy,Monza,106,Unhealthy for Sensitive Groups,1,Good,33,Good,6,Good,106,Unhealthy for Sensitive Groups,45.5836,9.2736
Ethiopia,Gelemso,106,Unhealthy for Sensitive Groups,1,Good,22,Good,0,Good,106,Unhealthy for Sensitive Groups,8.8167,40.5167
Jamaica,Montego Bay,106,Unhealthy for Sensitive Groups,1,Good,19,Good,3,Good,106,Unhealthy for Sensitive Groups,18.4667,-77.9167
Cuba,Corralillo,106,Unhealthy for Sensitive Groups,1,Good,25,Good,0,Good,106,Unhealthy for Sensitive Groups,22.9856,-80.5831
Italy,Aci Catena,105,Unhealthy for Sensitive Groups,1,Good,43,Good,0,Good,105,Unhealthy for Sensitive Groups,37.6,15.1333
Italy,Olgiate Olona,105,Unhealthy for Sensitive Groups,1,Good,37,Good,4,Good,105,Unhealthy for Sensitive Groups,45.6333,8.8833
Jamaica,Half Way Tree,105,Unhealthy for Sensitive Groups,1,Good,20,Good,3,Good,105,Unhealthy for Sensitive Groups,18.0106,-76.7847
Serbia,Srbobran,105,Unhealthy for Sensitive Groups,1,Good,45,Good,0,Good,105,Unhealthy for Sensitive Groups,45.5333,19.7833
Italy,Busto Arsizio,105,Unhealthy for Sensitive Groups,1,Good,38,Good,3,Good,105,Unhealthy for Sensitive Groups,45.612,8.8518
China,Karamay,104,Unhealthy for Sensitive Groups,1,Good,41,Good,0,Good,104,Unhealthy for Sensitive Groups,45.5799,84.8892
Italy,Cusano Milanino,104,Unhealthy for Sensitive Groups,1,Good,34,Good,5,Good,104,Unhealthy for Sensitive Groups,45.55,9.1833
Italy,Nova Milanese,104,Unhealthy for Sensitive Groups,1,Good,34,Good,5,Good,104,Unhealthy for Sensitive Groups,45.5833,9.2
Colombia,Baranoa,104,Unhealthy for Sensitive Groups,1,Good,16,Good,2,Good,104,Unhealthy for Sensitive Groups,10.8,-74.9167
Kyrgyzstan,Isfana,104,Unhealthy for Sensitive Groups,1,Good,41,Good,0,Good,104,Unhealthy for Sensitive Groups,39.8389,69.5275
Mexico,Piedras Negras,104,Unhealthy for Sensitive Groups,1,Good,27,Good,3,Good,104,Unhealthy for Sensitive Groups,28.7,-100.5231
Ukraine,Horodok,103,Unhealthy for Sensitive Groups,1,Good,39,Good,1,Good,103,Unhealthy for Sensitive Groups,49.7822,23.6436
Switzerland,Aarau,103,Unhealthy for Sensitive Groups,1,Good,27,Good,2,Good,103,Unhealthy for Sensitive Groups,47.4,8.05
Jamaica,Spanish Town,103,Unhealthy for Sensitive Groups,1,Good,19,Good,3,Good,103,Unhealthy for Sensitive Groups,17.9959,-76.9551
United States of America,Pearland,103,Unhealthy for Sensitive Groups,1,Good,19,Good,4,Good,103,Unhealthy for Sensitive Groups,29.5581,-95.3218
Cuba,Banes,103,Unhealthy for Sensitive Groups,1,Good,27,Good,1,Good,103,Unhealthy for Sensitive Groups,20.9697,-75.7117
Serbia,Crvenka,103,Unhealthy for Sensitive Groups,1,Good,42,Good,0,Good,103,Unhealthy for Sensitive Groups,45.6583,19.4556
United States of America,Brenham,103,Unhealthy for Sensitive Groups,1,Good,19,Good,2,Good,103,Unhealthy for Sensitive Groups,30.1584,-96.3966
Ukraine,Horodok,103,Unhealthy for Sensitive Groups,1,Good,39,Good,1,Good,103,Unhealthy for Sensitive Groups,49.1667,26.5667
India,Jalgaon,102,Unhealthy for Sensitive Groups,1,Good,39,Good,0,Good,102,Unhealthy for Sensitive Groups,21.004,75.568
India,Bandipur,102,Unhealthy for Sensitive Groups,1,Good,48,Good,0,Good,102,Unhealthy for Sensitive Groups,27.9381,84.4069
Philippines,Castillejos,102,Unhealthy for Sensitive Groups,1,Good,25,Good,3,Good,102,Unhealthy for Sensitive Groups,14.9333,120.2
Haiti,Les Cayes,102,Unhealthy for Sensitive Groups,1,Good,31,Good,0,Good,102,Unhealthy for Sensitive Groups,18.2,-73.75
Switzerland,Konstanz,102,Unhealthy for Sensitive Groups,1,Good,31,Good,2,Good,102,Unhealthy for Sensitive Groups,47.6667,9.1833
Ethiopia,Huruta,102,Unhealthy for Sensitive Groups,1,Good,23,Good,0,Good,102,Unhealthy for Sensitive Groups,8.15,39.35
Italy,Vimodrone,102,Unhealthy for Sensitive Groups,1,Good,34,Good,6,Good,102,Unhealthy for Sensitive Groups,45.5139,9.2844
Dominican Republic,Constanza,102,Unhealthy for Sensitive Groups,1,Good,35,Good,0,Good,102,Unhealthy for Sensitive Groups,18.91,-70.75
India,Medak,101,Unhealthy for Sensitive Groups,1,Good,27,Good,0,Good,101,Unhealthy for Sensitive Groups,18.046,78.263
China,Wuwei,101,Unhealthy for Sensitive Groups,1,Good,64,Moderate,0,Good,101,Unhealthy for Sensitive Groups,37.9278,102.6329
Italy,Melilli,101,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,101,Unhealthy for Sensitive Groups,37.1833,15.1167
Pakistan,Kohat,101,Unhealthy for Sensitive Groups,1,Good,62,Moderate,0,Good,101,Unhealthy for Sensitive Groups,33.5833,71.4333
Serbia,Belgrade,101,Unhealthy for Sensitive Groups,1,Good,36,Good,4,Good,101,Unhealthy for Sensitive Groups,45.7789,-111.1736
Serbia,Belgrade,101,Unhealthy for Sensitive Groups,1,Good,36,Good,4,Good,101,Unhealthy for Sensitive Groups,44.82,20.46
,Alcudia,101,Unhealthy for Sensitive Groups,1,Good,49,Good,1,Good,101,Unhealthy for Sensitive Groups,39.8525,3.1192
India,Jangaon,101,Unhealthy for Sensitive Groups,1,Good,28,Good,0,Good,101,Unhealthy for Sensitive Groups,17.7227,79.1518
Italy,Belluno,100,Unhealthy for Sensitive Groups,1,Good,32,Good,2,Good,100,Unhealthy for Sensitive Groups,46.1403,12.2167
Philippines,Titay,100,Unhealthy for Sensitive Groups,1,Good,17,Good,0,Good,100,Unhealthy for Sensitive Groups,7.8703,122.5594
Dominican Republic,Quisqueya,100,Unhealthy for Sensitive Groups,1,Good,18,Good,4,Good,100,Unhealthy for Sensitive Groups,18.5542,-69.4056
Italy,Cormano,100,Unhealthy for Sensitive Groups,1,Good,35,Good,5,Good,100,Unhealthy for Sensitive Groups,45.55,9.1667
Armenia,Masis,100,Unhealthy for Sensitive Groups,1,Good,40,Good,0,Good,100,Unhealthy for Sensitive Groups,40.0633,44.4408
United States of America,Channelview,100,Unhealthy for Sensitive Groups,1,Good,19,Good,4,Good,100,Unhealthy for Sensitive Groups,29.7914,-95.1144
United States of America,Kingsville,99,Moderate,1,Good,19,Good,2,Good,99,Moderate,27.5094,-97.861
United States of America,Kingsville,99,Moderate,1,Good,19,Good,2,Good,99,Moderate,42.1,-82.7167
Poland,Limanowa,99,Moderate,1,Good,32,Good,2,Good,99,Moderate,49.7006,20.4267
India,Pandharpur,99,Moderate,1,Good,31,Good,1,Good,99,Moderate,17.6778,75.3278
India,Gulbarga,99,Moderate,1,Good,38,Good,0,Good,99,Moderate,17.329,76.825
Indonesia,Pasuruan,99,Moderate,1,Good,43,Good,1,Good,99,Moderate,-7.6406,112.9065
Italy,Rho,99,Moderate,1,Good,37,Good,4,Good,99,Moderate,45.5333,9.0333
Italy,Laives,99,Moderate,1,Good,21,Good,5,Good,99,Moderate,46.4228,11.3348
Italy,Formello,98,Moderate,1,Good,45,Good,1,Good,98,Moderate,42.0833,12.4
Italy,Lendinara,98,Moderate,1,Good,36,Good,5,Good,98,Moderate,45.085,11.6006
Jordan,Kuraymah,98,Moderate,1,Good,46,Good,4,Good,98,Moderate,18.55,31.85
Switzerland,Zofingen,98,Moderate,1,Good,28,Good,2,Good,98,Moderate,47.2833,7.9333
United States of America,Austin,97,Moderate,1,Good,19,Good,2,Good,97,Moderate,43.6721,-92.9784
United States of America,Austin,97,Moderate,1,Good,19,Good,2,Good,97,Moderate,30.3005,-97.7522
India,Jevargi,97,Moderate,1,Good,38,Good,0,Good,97,Moderate,17.0139,76.7732
Italy,Mariano Comense,97,Moderate,1,Good,58,Moderate,0,Good,97,Moderate,45.7,9.1833
Namibia,Mariental,97,Moderate,1,Good,20,Good,0,Good,97,Moderate,-24.6333,17.9667
United States of America,Corozal,97,Moderate,1,Good,24,Good,0,Good,97,Moderate,18.4,-88.4
United States of America,Corozal,97,Moderate,1,Good,24,Good,0,Good,97,Moderate,9.3333,-75.25
United States of America,Corozal,97,Moderate,1,Good,24,Good,0,Good,97,Moderate,18.341,-66.3124
United States of America,Humacao,97,Moderate,1,Good,25,Good,0,Good,97,Moderate,18.152,-65.8204
,Anacortes,97,Moderate,1,Good,25,Good,10,Good,97,Moderate,48.4878,-122.6292
South Africa,George,97,Moderate,1,Good,21,Good,0,Good,97,Moderate,-33.9667,22.45
Russian Federation,Kamyzyak,97,Moderate,1,Good,43,Good,0,Good,97,Moderate,46.1167,48.0833
Italy,Olgiate Comasco,97,Moderate,1,Good,56,Moderate,0,Good,97,Moderate,45.7833,8.9667
Italy,Crema,97,Moderate,1,Good,34,Good,6,Good,97,Moderate,45.3667,9.6833
Italy,Lurate Caccivio,97,Moderate,1,Good,56,Moderate,0,Good,97,Moderate,45.7667,9.0
Italy,Fagnano Olona,96,Moderate,1,Good,64,Moderate,0,Good,96,Moderate,45.6667,8.8667
Italy,Casatenovo,96,Moderate,1,Good,56,Moderate,0,Good,96,Moderate,45.6983,9.3117
,Pattani,96,Moderate,1,Good,29,Good,1,Good,96,Moderate,6.8664,101.2508
Mali,Mopti,96,Moderate,1,Good,17,Good,1,Good,96,Moderate,14.49,-4.18
United States of America,Casper,96,Moderate,1,Good,24,Good,3,Good,96,Moderate,42.842,-106.3208
United States of America,Overland Park,96,Moderate,1,Good,24,Good,9,Good,96,Moderate,38.887,-94.687
Bosnia and Herzegovina,Livno,96,Moderate,1,Good,41,Good,0,Good,96,Moderate,43.8269,17.0081
Italy,Sesto Calende,96,Moderate,1,Good,59,Moderate,0,Good,96,Moderate,45.7333,8.6333
Philippines,Claveria,95,Moderate,1,Good,23,Good,0,Good,95,Moderate,9.5742,125.7328
Uzbekistan,Kosonsoy,95,Moderate,1,Good,54,Moderate,0,Good,95,Moderate,41.25,71.55
Azerbaijan,Zabrat,95,Moderate,1,Good,36,Good,0,Good,95,Moderate,40.4872,49.9525
Philippines,General Mamerto Natividad,95,Moderate,1,Good,31,Good,1,Good,95,Moderate,15.603,121.051
Philippines,Claveria,95,Moderate,1,Good,23,Good,0,Good,95,Moderate,12.9035,123.2457
Philippines,Claveria,95,Moderate,1,Good,23,Good,0,Good,95,Moderate,8.61,124.8947
Philippines,Claveria,95,Moderate,1,Good,23,Good,0,Good,95,Moderate,18.6061,121.0822
Cuba,Esmeralda,95,Moderate,1,Good,26,Good,1,Good,95,Moderate,21.8561,-78.1114
United States of America,Merriam,95,Moderate,1,Good,23,Good,10,Good,95,Moderate,39.0186,-94.6933
Poland,Krnov,95,Moderate,1,Good,35,Good,2,Good,95,Moderate,50.0906,17.6986
Switzerland,Horw,95,Moderate,1,Good,25,Good,2,Good,95,Moderate,47.0167,8.3167
United States of America,Shawnee,95,Moderate,1,Good,23,Good,10,Good,95,Moderate,39.0158,-94.8076
Ethiopia,Mojo,95,Moderate,1,Good,26,Good,0,Good,95,Moderate,8.65,39.0833
United States of America,Shawnee,95,Moderate,1,Good,23,Good,10,Good,95,Moderate,35.3531,-96.9647
Poland,Brodnica,94,Moderate,1,Good,34,Good,1,Good,94,Moderate,53.2597,19.3956
Italy,Carmignano,94,Moderate,1,Good,36,Good,5,Good,94,Moderate,43.8167,11.0167
United States of America,Poplar Bluff,94,Moderate,1,Good,51,Moderate,1,Good,94,Moderate,36.7632,-90.4135
Mexico,Aldama,94,Moderate,1,Good,18,Good,1,Good,94,Moderate,22.9194,-98.0736
Mexico,Aldama,94,Moderate,1,Good,18,Good,1,Good,94,Moderate,28.8386,-105.9111
Italy,Este,94,Moderate,1,Good,36,Good,5,Good,94,Moderate,45.2333,11.6667
Spain,Marratxi,94,Moderate,1,Good,49,Good,1,Good,94,Moderate,39.6421,2.7527
Germany,Wehr,94,Moderate,1,Good,25,Good,3,Good,94,Moderate,47.6297,7.9044
Colombia,Turbaco,94,Moderate,1,Good,22,Good,1,Good,94,Moderate,10.35,-75.3333
Italy,Lecco,94,Moderate,1,Good,47,Good,0,Good,94,Moderate,45.85,9.4
India,Nellikkuppam,94,Moderate,1,Good,39,Good,2,Good,94,Moderate,11.7667,79.6833
Italy,San Donato Milanese,94,Moderate,1,Good,37,Good,5,Good,94,Moderate,45.4167,9.2667
Israel,Kefar Yona,93,Moderate,1,Good,44,Good,7,Good,93,Moderate,32.3171,34.9358
,Split,93,Moderate,1,Good,44,Good,0,Good,93,Moderate,43.51,16.44
United States of America,Dyersburg,93,Moderate,1,Good,24,Good,5,Good,93,Moderate,36.0465,-89.3777
India,Devarkonda,93,Moderate,1,Good,27,Good,0,Good,93,Moderate,16.6919,78.9207
Sudan,Kassala,93,Moderate,1,Good,37,Good,0,Good,93,Moderate,15.45,36.4
India,Mangalagiri,93,Moderate,1,Good,26,Good,1,Good,93,Moderate,16.43,80.55
Italy,Villorba,93,Moderate,1,Good,33,Good,5,Good,93,Moderate,45.7333,12.2333
Italy,Carbonera,93,Moderate,1,Good,34,Good,5,Good,93,Moderate,45.6833,12.2833
Malaysia,Cukai,93,Moderate,1,Good,38,Good,0,Good,93,Moderate,4.2332,103.4479
Switzerland,Liestal,93,Moderate,1,Good,26,Good,3,Good,93,Moderate,47.4667,7.7333
Trinidad and Tobago,Point Fortin,93,Moderate,1,Good,22,Good,2,Good,93,Moderate,10.1667,-61.6667
Philippines,Oroquieta,93,Moderate,1,Good,18,Good,0,Good,93,Moderate,8.4833,123.8
Poland,Garwolin,92,Moderate,1,Good,30,Good,3,Good,92,Moderate,51.9,21.6333
Italy,Cesano Maderno,92,Moderate,1,Good,65,Moderate,0,Good,92,Moderate,45.6307,9.1456
Italy,Oderzo,92,Moderate,1,Good,35,Good,4,Good,92,Moderate,45.7808,12.4928
Armenia,Kapan,92,Moderate,1,Good,37,Good,0,Good,92,Moderate,39.2011,46.415
Poland,Malbork,92,Moderate,1,Good,34,Good,2,Good,92,Moderate,54.0333,19.0333
Singapore,Singapore,91,Moderate,1,Good,29,Good,4,Good,91,Moderate,1.3,103.8
Italy,Nembro,91,Moderate,1,Good,48,Good,0,Good,91,Moderate,45.7439,9.7594
Turkey,Tire,91,Moderate,1,Good,51,Moderate,1,Good,91,Moderate,38.0833,27.7333
United States of America,Bellaire,91,Moderate,1,Good,18,Good,5,Good,91,Moderate,29.704,-95.4621
Uzbekistan,Parkent,91,Moderate,1,Good,63,Moderate,1,Good,91,Moderate,41.2944,69.6764
Albania,Berat,91,Moderate,1,Good,47,Good,0,Good,91,Moderate,40.7,19.95
United States of America,Pueblo,91,Moderate,1,Good,31,Good,2,Good,91,Moderate,38.2701,-104.6114
United States of America,Harrison,90,Moderate,1,Good,25,Good,2,Good,90,Moderate,40.6374,-79.7173
United States of America,Harrison,90,Moderate,1,Good,25,Good,2,Good,90,Moderate,41.0236,-73.7193
United States of America,Harrison,90,Moderate,1,Good,25,Good,2,Good,90,Moderate,44.1935,-88.2941
United States of America,Harrison,90,Moderate,1,Good,25,Good,2,Good,90,Moderate,39.2584,-84.7868
Philippines,Sibulan,90,Moderate,1,Good,15,Good,0,Good,90,Moderate,9.35,123.2833
Saint Kitts and Nevis,Basseterre,90,Moderate,1,Good,25,Good,0,Good,90,Moderate,17.3,-62.7333
Ethiopia,Jijiga,90,Moderate,1,Good,21,Good,0,Good,90,Moderate,9.35,42.8
Guinea,Pita,90,Moderate,1,Good,19,Good,0,Good,90,Moderate,11.08,-12.401
Italy,Biella,90,Moderate,1,Good,40,Good,2,Good,90,Moderate,45.5667,8.0667
Somalia,Berbera,90,Moderate,1,Good,24,Good,0,Good,90,Moderate,10.4356,45.0164
Iran (Islamic Republic of),Sarakhs,90,Moderate,1,Good,45,Good,0,Good,90,Moderate,36.545,61.1578
United States of America,Harrison,90,Moderate,1,Good,25,Good,2,Good,90,Moderate,36.2438,-93.1198
United States of America,Harrison,90,Moderate,1,Good,25,Good,2,Good,90,Moderate,40.7431,-74.1531
Italy,Aprilia,90,Moderate,1,Good,46,Good,0,Good,90,Moderate,41.5833,12.65
Philippines,San Jacinto,89,Moderate,1,Good,27,Good,6,Good,89,Moderate,33.797,-116.9916
Italy,Corigliano Calabro,89,Moderate,1,Good,44,Good,1,Good,89,Moderate,39.6,16.5167
Philippines,San Jacinto,89,Moderate,1,Good,27,Good,6,Good,89,Moderate,9.8311,-75.1219
Philippines,San Jacinto,89,Moderate,1,Good,27,Good,6,Good,89,Moderate,14.6667,-89.5
Philippines,San Jacinto,89,Moderate,1,Good,27,Good,6,Good,89,Moderate,16.0725,120.4411
Philippines,San Jacinto,89,Moderate,1,Good,27,Good,6,Good,89,Moderate,12.5683,123.7336
Ukraine,Korostyshiv,89,Moderate,1,Good,39,Good,0,Good,89,Moderate,50.3186,29.0592
Ghana,Swedru,89,Moderate,1,Good,19,Good,0,Good,89,Moderate,5.5306,-0.7028
Italy,Melzo,89,Moderate,1,Good,63,Moderate,0,Good,89,Moderate,45.5,9.4167
Italy,Seriate,89,Moderate,1,Good,50,Good,0,Good,89,Moderate,45.6847,9.7178
Mali,Banamba,89,Moderate,1,Good,22,Good,1,Good,89,Moderate,13.55,-7.45
Sri Lanka,Moratuwa,89,Moderate,1,Good,20,Good,3,Good,89,Moderate,6.7991,79.8767
Philippines,Padada,89,Moderate,1,Good,13,Good,3,Good,89,Moderate,6.6333,125.35
Mali,Bougouni,89,Moderate,1,Good,16,Good,0,Good,89,Moderate,11.4167,-7.4833
Armenia,Yeghvard,89,Moderate,1,Good,40,Good,0,Good,89,Moderate,40.3217,44.4814
Italy,Carugate,89,Moderate,1,Good,64,Moderate,0,Good,89,Moderate,45.55,9.3333
Italy,Bergamo,89,Moderate,1,Good,50,Good,0,Good,89,Moderate,45.695,9.67
Italy,Agrate Brianza,89,Moderate,1,Good,64,Moderate,0,Good,89,Moderate,45.5833,9.35
Malaysia,Banting,89,Moderate,1,Good,36,Good,1,Good,89,Moderate,5.7167,120.9
United States of America,Mission Bend,89,Moderate,1,Good,18,Good,4,Good,89,Moderate,29.6948,-95.6658
Philippines,Tayug,89,Moderate,1,Good,29,Good,1,Good,89,Moderate,16.0267,120.7478
Eritrea,Asmara,88,Moderate,1,Good,29,Good,0,Good,88,Moderate,15.3228,38.925
Greece,Panorama,88,Moderate,1,Good,44,Good,0,Good,88,Moderate,-21.3564,-51.86
Czechia,Opava,88,Moderate,1,Good,41,Good,1,Good,88,Moderate,49.9381,17.9044
Italy,Mirano,88,Moderate,1,Good,65,Moderate,0,Good,88,Moderate,45.5,12.1
Cuba,Matanzas,88,Moderate,1,Good,24,Good,1,Good,88,Moderate,18.2428,-70.4192
United States of America,Bella Vista,88,Moderate,1,Good,23,Good,4,Good,88,Moderate,15.6167,-92.2333
United States of America,Bella Vista,88,Moderate,1,Good,23,Good,4,Good,88,Moderate,-22.1167,-56.5167
United States of America,Bella Vista,88,Moderate,1,Good,23,Good,4,Good,88,Moderate,-27.0333,-65.3
United States of America,Bella Vista,88,Moderate,1,Good,23,Good,4,Good,88,Moderate,-28.4667,-59.05
United States of America,Bella Vista,88,Moderate,1,Good,23,Good,4,Good,88,Moderate,36.4667,-94.2707
United States of America,Bella Vista,88,Moderate,1,Good,23,Good,4,Good,88,Moderate,-34.5333,-58.6667
Italy,Celano,88,Moderate,1,Good,37,Good,2,Good,88,Moderate,42.0864,13.5575
Trinidad and Tobago,Princes Town,88,Moderate,1,Good,21,Good,3,Good,88,Moderate,10.2667,-61.3833
Ukraine,Burshtyn,88,Moderate,1,Good,38,Good,1,Good,88,Moderate,49.26,24.635
Turkey,Nazilli,88,Moderate,1,Good,45,Good,0,Good,88,Moderate,37.9125,28.3206
United States of America,Bentonville,88,Moderate,1,Good,23,Good,4,Good,88,Moderate,36.3547,-94.2305
Turkey,Nusaybin,88,Moderate,1,Good,34,Good,3,Good,88,Moderate,37.075,41.2153
Cuba,Matanzas,88,Moderate,1,Good,24,Good,1,Good,88,Moderate,23.0511,-81.5753
Italy,Ivrea,87,Moderate,1,Good,39,Good,2,Good,87,Moderate,45.4674,7.8748
Serbia,Kovin,87,Moderate,1,Good,41,Good,3,Good,87,Moderate,44.75,20.9667
Russian Federation,Baymak,87,Moderate,1,Good,36,Good,0,Good,87,Moderate,52.5833,58.3167
Colombia,Malambo,87,Moderate,1,Good,28,Good,1,Good,87,Moderate,10.85,-74.75
Turkey,Fethiye,87,Moderate,1,Good,39,Good,2,Good,87,Moderate,36.6514,29.1231
United States of America,Parsons,87,Moderate,1,Good,27,Good,3,Good,87,Moderate,37.3405,-95.2958
Cuba,Contramaestre,87,Moderate,1,Good,38,Good,0,Good,87,Moderate,20.3,-76.2506
Serbia,Zrenjanin,87,Moderate,1,Good,40,Good,3,Good,87,Moderate,45.3833,20.3894
